AccessionNumber	OrganismName	GC	AvgN_ARSC	AvgC_ARSC	AvgS_ARSC	AvgO_ARSC
NC_014844	Desulfovibrio aespoeensis Aspo-2	62.5619676896	0.353559771854	2.88565708299	0.0420663485042	0.407272727273
NC_014840	Pantoea sp. At-9b	51.9552759437	0.354421828009	2.92312470034	0.0355664036961	0.404644118032
NC_014841	Pantoea sp. At-9b	53.3801094586	0.347107697788	2.90397409972	0.0383998826525	0.394581058852
NC_014842	Pantoea sp. At-9b	54.7592768466	0.388335889821	2.91857315362	0.0385757644985	0.439150158285
NC_014843	Escherichia coli	52.5911099841	0.41151440094	2.93090089232	0.0401384522562	0.437236035693
NC_017382	Helicobacter pylori 51	38.769360623	0.334397258213	3.11341918858	0.0340957401581	0.436213561118
NC_017383	Helicobacter pylori v225d	32.8828828829	0.375197889182	3.30976253298	0.0395778364116	0.479155672823
NC_017380	Helicobacter pylori SNT49	37.3808791884	0.411940298507	3.28507462687	0.0268656716418	0.480597014925
NC_017381	Helicobacter pylori 2018	39.2934749224	0.335530291945	3.11769633197	0.0340910295805	0.437012390762
NC_017386	Ketogulonicigenium vulgare WSH-001	61.3252184816	0.357012501707	2.83362921948	0.0327502513998	0.388248147091
NC_017387	Acinetobacter baumannii TCDC-AB0715	39.0234071817	0.342300912602	3.01072918303	0.033417004613	0.433799613864
NC_017384	Ketogulonicigenium vulgare WSH-001	61.6903195489	0.345867818462	2.81208328724	0.0352980219029	0.387428473738
NC_017385	Ketogulonicigenium vulgare WSH-001	62.582040665	0.345119057142	2.80992187292	0.0353971682265	0.384182598725
NC_017388	Erwinia pyrifoliae DSM 12163	48.9576547231	0.377703826955	2.93011647255	0.0366056572379	0.452579034942
NC_017389	Erwinia pyrifoliae DSM 12163	53.125	0.478591160221	2.88121546961	0.0324585635359	0.459254143646
NC_022348	Campylobacter coli CVM N29710	31.1302940383	0.439281942978	3.29672650475	0.0285110876452	0.508975712777
NC_022349	Vibrio alginolyticus NBRC 15630 = ATCC 17749	44.6910405771	0.334441729646	2.96536577605	0.0371375981305	0.450669515624
NC_022346	Pseudomonas aeruginosa	60.1890323195	0.456179189999	2.93163172288	0.0281286625863	0.425836697487
NC_022347	Campylobacter coli CVM N29710	31.4383455622	0.317543461919	3.14876485023	0.0342823165372	0.445407613343
NC_022344	Pseudomonas aeruginosa	57.5979506388	0.379252653096	2.90235348473	0.0365833169994	0.429206451432
NC_022345	Pseudomonas aeruginosa	55.5222013759	0.46714848883	3.00394218134	0.0453350854139	0.397503285151
NC_013715	Rothia mucilaginosa DY-18	59.6222825811	0.360998754912	2.77036691052	0.0296752772683	0.424650272782
NC_013714	Bifidobacterium dentium Bd1	58.5366908325	0.337657641908	2.85096432743	0.038300261975	0.43501352257
NC_013717	Citrobacter rodentium ICC168	47.1615640324	0.362736147201	2.83973593651	0.0344827586207	0.440971978369
NC_013716	Citrobacter rodentium ICC168	54.7222480431	0.359763847239	2.93824899259	0.0384010939058	0.411523520504
NC_013719	Citrobacter rodentium ICC168	50.9974424552	0.501934235977	2.96131528046	0.0280464216634	0.474854932302
NC_013718	Citrobacter rodentium ICC168	41.7496498154	0.368909935343	3.02868591203	0.0376104179947	0.452144613423
NC_012944	Escherichia coli Vir68	48.384672092	0.393067867628	2.96183336659	0.0413305589602	0.430265370692
NC_011407	Escherichia coli SE11	48.0011545678	0.435590173757	2.9580587178	0.035350509287	0.469143199521
NC_011406	Klebsiella pneumoniae	32.6984126984	0.456852791878	3.179357022	0.0169204737733	0.524534686971
NC_011405	Klebsiella pneumoniae	33.3901192504	0.414285714286	3.22040816327	0.0326530612245	0.467346938776
NC_011404	Enterobacter cloacae	51.7992802879	0.489925768823	2.83987274655	0.0392364793213	0.467656415695
NC_011403	Aliivibrio fischeri (Vibrio fischeri)	37.9203781131	0.378799110452	3.19866567828	0.0318754633062	0.438843587843
NC_011409	Haemophilus influenzae	39.1039348071	0.375465353669	3.05296024979	0.0383091149273	0.445178335535
NC_011408	Escherichia coli SE11	46.2169213567	0.438596491228	2.97192982456	0.0350877192982	0.496842105263
NC_008319	Synechococcus sp. CC9311	52.4473405178	0.369049970242	2.8721708736	0.0348236878487	0.4184383156
NC_008314	Ralstonia eutropha H16	66.7843323067	0.369331506939	2.79075142755	0.0351853191484	0.367867202139
NC_008313	Ralstonia eutropha H16	66.4659114242	0.36958492945	2.82664929213	0.0351732932435	0.376755305529
NC_008312	Trichodesmium erythraeum IMS101	34.1433564539	0.343603885125	3.05192604425	0.0270221424157	0.4620174201
NC_006258	Rhodococcus erythropolis	54.7185568732	0.379764379764	2.8413028413	0.036036036036	0.421344421344
NC_006257	Lactobacillus casei	43.3637284701	0.392592592593	3.14074074074	0.0259259259259	0.422222222222
NC_014156	Staphylococcus aureus subsp. aureus ST398	33.787247677	0.382545454545	3.21818181818	0.0429090909091	0.447272727273
NC_014157	Salinibacter ruber M8	63.189471188	0.415080562722	2.81833227864	0.0241931558195	0.469405636957
NC_014154	Thiomonas intermedia K12	61.5001197136	0.422474383944	2.9047336777	0.0337877889745	0.421288847489
NC_014155	Thiomonas intermedia K12	60.1041772024	0.43125	2.92983870968	0.0328629032258	0.419959677419
NC_009958	Dinoroseobacter shibae DFL 12 = DSM 16493	61.0453786192	0.397300995612	2.88335771245	0.0316613976313	0.406738073892
NC_009959	Dinoroseobacter shibae DFL 12 = DSM 16493	68.8737966139	0.321235417691	2.76927546596	0.0351763286104	0.359272337192
NC_014150	Brachyspira murdochii DSM 12563	27.7514309934	0.315221579961	3.14432516745	0.0343010421895	0.47577597513
NC_014151	Cellulomonas flavigena DSM 20109	74.2936214993	0.359935856702	2.67736504126	0.02031717096	0.386426131999
NC_009955	Dinoroseobacter shibae DFL 12 = DSM 16493	60.1293397583	0.372244190456	2.86638499178	0.0354079771771	0.394489283715
NC_009956	Dinoroseobacter shibae DFL 12 = DSM 16493	65.1519905864	0.339955657958	2.82673999044	0.0330391688041	0.397904621136
NC_009957	Dinoroseobacter shibae DFL 12 = DSM 16493	60.5277742589	0.370339817451	2.85004922962	0.0350993906171	0.407647888448
NC_014158	Tsukamurella paurometabola DSM 20162	68.4129702885	0.34654132249	2.72531154554	0.0253659551506	0.392944413136
NC_014159	Tsukamurella paurometabola DSM 20162	67.7824980462	0.365620986975	2.69946798753	0.0221610713631	0.379600073381
NC_001597	Microcystis aeruginosa	42.2391347887	0.537698412698	3.09325396825	0.0218253968254	0.444444444444
NC_004070	Streptococcus pyogenes MGAS315	38.5926806386	0.326528503147	3.03214793216	0.0317603853323	0.452213630576
NC_004073	Synechococcus elongatus PCC 7942	52.8878919898	0.373648439914	2.90214704974	0.0296570898981	0.4124961384
NC_021066	Raoultella ornithinolytica B6	55.8842092413	0.355775973262	2.93747760705	0.0383136957835	0.399908636768
NC_021064	Propionibacterium avidum 44067	63.4817654459	0.352345568232	2.78070302662	0.0348192416703	0.417961024896
NC_021060	Staphylococcus aureus M1	27.2203797514	0.355639875819	3.29768885823	0.0281131424629	0.467230079338
NC_019388	Thermus oshimai JL-2	68.430526187	0.423162725476	3.02836382179	0.0181018548027	0.375613487157
NC_019389	Klebsiella pneumoniae	52.7959030022	0.400170648464	2.98455021941	0.0408032666992	0.423848122867
NC_019380	Aeromonas hydrophila	52.5068412233	0.373764787752	2.93474831826	0.0381813964277	0.44122013454
NC_019381	Pasteurella multocida	39.7018670209	0.423782234957	3.08567335244	0.0283667621777	0.469627507163
NC_019382	Bordetella bronchiseptica 253	68.1178971971	0.372383725924	2.80413424592	0.03422702085	0.36696586333
NC_019384	Klebsiella pneumoniae	49.5908869121	0.398411053541	3.03046632124	0.0345423143351	0.436407599309
NC_019385	Enterococcus faecalis	32.9046087889	0.386513157895	3.15625	0.0279605263158	0.545230263158
NC_019386	Thermus oshimai JL-2	68.5534548708	0.374297659841	2.98470630251	0.0194115274609	0.354924616772
NC_019387	Thermus oshimai JL-2	68.5999565718	0.388344180027	2.96899840047	0.0184007130734	0.347379088878
NC_010923	Neisseria lactamica	42.9136216605	0.343480758185	3.0844342332	0.042504307869	0.460080413555
NC_010922	Neisseria lactamica	42.0267879707	0.393272962484	3.18369987063	0.0517464424321	0.477360931436
NC_015153	Mycoplasma suis KI3806	31.0771638445	0.354785695184	3.13240950089	0.0282838596747	0.50679989303
NC_010920	Tomato big bud phytoplasma	26.8454353721	0.360736196319	3.53987730061	0.0368098159509	0.391411042945
NC_010927	Rickettsia monacensis	31.8359873967	0.357659574468	3.12595744681	0.036170212766	0.423191489362
NC_010926	Neisseria lactamica	46.2439696761	0.415329768271	3.20499108734	0.030303030303	0.413547237077
NC_021284	Spiroplasma syrphidicola EA-1	29.2010432169	0.326361854565	3.18453208151	0.0276227837691	0.446109608695
NC_021285	Achromobacter xylosoxidans NH44784-1996	67.2512784331	0.371212777136	2.81226177662	0.0327801270787	0.37258874159
NC_015409	Verrucosispora maris AB-18-032	70.3216399348	0.4158164923	2.6764572097	0.0239131847423	0.395997140815
NC_010928	Neisseria lactamica	42.4088748019	0.418848167539	3.25392670157	0.0261780104712	0.405759162304
NC_007336	Ralstonia eutropha JMP134	60.590911883	0.363312517304	2.81336942812	0.0365951948811	0.385498508014
NC_007337	Ralstonia eutropha JMP134	64.6587902564	0.386086567498	2.82455355479	0.0330686351266	0.394512172389
NC_007335	Prochlorococcus marinus str. NATL2A	35.1230317017	0.343007905721	3.01965701448	0.031475479577	0.44876581564
NC_007332	Mycoplasma hyopneumoniae 7448	28.488858022	0.348323569261	3.27826651146	0.0170104764994	0.459061504112
NC_007333	Thermobifida fusca YX	67.5028533195	0.377051545367	2.79692223111	0.0255119298393	0.404996524911
NC_012471	Streptococcus equi subsp. equi 4047	41.2824957749	0.336277361978	3.03775849351	0.0313018541081	0.450099874846
NC_020227	Staphylococcus aureus	28.5412503568	0.374215354901	3.27112506036	0.0301786576533	0.430226943506
NC_020888	Thalassolituus oleivorans MIL-1	46.6255884712	0.344942330988	2.92872009609	0.0355573791564	0.446815882239
NC_020887	[Clostridium] stercorarium subsp. stercorarium DSM 8532	42.2549419026	0.333400255159	3.07913544783	0.0387430680467	0.440617190427
NC_020886	Pasteurella aerogenes	41.4914372426	0.473887814313	2.95938104449	0.0241779497099	0.514506769826
NC_020229	Lactobacillus plantarum ZJ316	44.6491908149	0.335862346414	2.96836159071	0.0318573409911	0.426692330945
NC_020228	Haemophilus parainfluenzae	40.0146573837	0.411588411588	3.13486513487	0.032967032967	0.47952047952
NC_012470	Streptococcus equi subsp. zooepidemicus	41.5324103619	0.331424832879	3.03407842818	0.0310326241712	0.445963674084
NC_013379	Staphylococcus epidermidis	27.7025625065	0.366995073892	3.29618226601	0.0308908045977	0.452380952381
NC_013378	Staphylococcus epidermidis	27.4277198212	0.366116116116	3.26026026026	0.0282782782783	0.495495495495
NC_018679	Alteromonas macleodii str. 'Balearic Sea AD45'	44.6300328827	0.32724709142	2.94083118927	0.0338587326077	0.455836679124
NC_018678	Alteromonas macleodii str. 'English Channel 673'	44.8126107587	0.324698061637	2.93216363092	0.0336703177249	0.457047741986
NC_020087	Klebsiella pneumoniae	52.4967903237	0.404038767852	2.98714937502	0.0421964849761	0.41761831484
NC_020086	Escherichia coli	51.2477373447	0.427160087268	2.94689828346	0.0405054954102	0.394558103157
NC_011382	Klebsiella pneumoniae	57.0075358902	0.450911854103	3.02340425532	0.0300911854103	0.424468085106
NC_011383	Klebsiella pneumoniae	54.2933974949	0.41858473936	2.96811886175	0.0338453789977	0.423117602619
NC_011385	Klebsiella pneumoniae	52.8029411376	0.403143970282	2.96933043399	0.0353356890459	0.428830298088
NC_011386	Oligotropha carboxidovorans OM5	62.3994795	0.364644943917	2.83711612176	0.0329019463395	0.391240048537
NC_020089	Mycobacterium tuberculosis 7199-99	65.6245356178	0.35553268119	2.70978036124	0.0284658775758	0.380180931749
NC_020088	Klebsiella pneumoniae	51.3193901486	0.443821263482	2.93386748844	0.0411093990755	0.387550077042
NC_002664	Histophilus somni	39.2488262911	0.380952380952	3.21428571429	0.0714285714286	0.380952380952
NC_017221	Bifidobacterium longum subsp. longum KACC 91563	59.8072947607	0.338750440296	2.82684483973	0.0350886462369	0.437362040625
NC_002662	Lactococcus lactis subsp. lactis Il1403	35.3293830839	0.317597669896	3.04755178765	0.0297841387174	0.457825841048
NC_014354	Salmonella enterica subsp. enterica serovar Enteritidis (Salmonella enteritidis)	53.6142897014	0.504959422904	2.95942290352	0.0288548241659	0.454463480613
NC_014355	Candidatus Nitrospira defluvii	59.0265927248	0.380221347854	2.90158613981	0.0339480848842	0.404439233456
NC_016864	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	53.0291497368	0.390236892885	2.92827523915	0.0406043437205	0.443691751858
NC_014356	Escherichia coli	61.6235346162	0.466508125248	2.80737217598	0.0253666270313	0.433214427269
NC_016644	Pseudomonas sp. MC1	55.798518591	0.378594173281	2.87814267383	0.0401596882277	0.430350268523
NC_016862	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240	60.9457900807	0.431952662722	2.82051282051	0.0394477317554	0.418540433925
NC_021290	Aeromonas hydrophila ML09-119	60.8162603244	0.357061555256	2.91590249782	0.0370703336422	0.403554540662
NT_187118	Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1	51.863151991	0.343482252142	2.92526009792	0.0388616891065	0.399632802938
NT_187119	Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1	50.7985002083	0.414655716993	2.91345546431	0.035249526216	0.391535060013
NC_013388	Staphylococcus sp. CDC25	32.4094335035	0.37377387713	3.12028910687	0.0309757356737	0.463603510583
NC_013389	Staphylococcus epidermidis	29.1336976915	0.340935382581	3.18145761031	0.0340439596761	0.470831267559
NC_013386	Ammonifex degensii KC4	60.7438016529	0.405172413793	2.99178340517	0.0241109913793	0.394935344828
NC_013387	Staphylococcus sp. CDC25	30.4891187244	0.422822617419	3.2452120383	0.0296397628819	0.488372093023
NC_013384	Staphylococcus epidermidis	30.070650574	0.405889884763	3.24647887324	0.0249679897567	0.495518565941
NT_187117	Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1	52.4545554785	0.357849728392	2.93766471253	0.0402570860001	0.414053676115
NC_013382	Staphylococcus epidermidis	29.8611775969	0.36031626506	3.27522590361	0.0335090361446	0.434864457831
NC_013383	Staphylococcus epidermidis	29.1368216584	0.350424661843	3.18244731047	0.034916640453	0.461623151935
NC_013380	Staphylococcus epidermidis	32.6852400711	0.358167515039	3.13558537714	0.0347061545581	0.438223044887
NC_013381	Staphylococcus epidermidis	32.3018088825	0.263224500127	2.89074495908	0.0258162490509	0.548384375264
NC_003527	Bifidobacterium pseudocatenulatum	53.0971479501	0.42570951586	2.9816360601	0.0283806343907	0.452420701169
NC_003526	Micrococcus luteus	62.3337623338	0.496376811594	2.94565217391	0.0434782608696	0.434782608696
NC_003528	Lactobacillus reuteri	33.8049966836	0.429951690821	3.26376811594	0.0299516908213	0.446376811594
NC_023288	Exiguobacterium sp. S3-2	41.2441819729	0.403779010064	3.10823577737	0.0314232902033	0.483466830971
NC_023289	Escherichia coli	47.5364936797	0.369083194373	2.99324737077	0.0393765787779	0.446086281761
NC_015845	Enterococcus hirae ATCC 9790	33.2729363392	0.343396746623	3.19492693686	0.0368072787428	0.487455197133
NC_015437	Selenomonas sputigena ATCC 35185	57.1069643247	0.345074892944	2.92185636107	0.03959156036	0.424742047171
NC_023280	Acinetobacter nosocomialis	39.1740704179	0.456606724003	3.08600469116	0.0297107114934	0.538702111024
NC_023281	Acinetobacter nosocomialis	39.6818181818	0.453781512605	3.0756302521	0.0364145658263	0.448179271709
NC_023282	Streptomyces sp. FR1	69.071945282	0.424907121967	2.76978104498	0.0260848944747	0.409177140147
NC_023283	Streptomyces sp. FR1	70.5409995925	0.395557771856	2.73555090496	0.0286120693884	0.388159508199
NC_023284	Streptomyces sp. F2	70.4324102934	0.39207489837	2.74048371864	0.0281279513818	0.389808237178
NC_015434	Verrucosispora maris AB-18-032	70.8545250987	0.374771364855	2.74627892465	0.0238496634409	0.381728624916
NC_023286	Streptomyces sp. F12	70.8201172256	0.408163265306	2.74118568817	0.0288214005895	0.376963399619
NC_023287	Exiguobacterium sp. S3-2	41.7489758123	0.37140523829	3.12652394563	0.0298664177799	0.481770985242
NC_015432	Staphylococcus saprophyticus subsp. saprophyticus MS1146	32.4307152366	0.285899014778	2.93368226601	0.0291871921182	0.51921182266
NC_015433	Streptococcus suis ST3	41.299477774	0.320103329987	3.04219656403	0.0305388219545	0.457768574297
NC_000959	Deinococcus radiodurans R1	56.1635743042	0.413929040736	2.97774857643	0.0306614104249	0.419097678493
NC_000958	Deinococcus radiodurans R1	63.1923861472	0.366627992828	2.82307773442	0.0243434236895	0.394916148086
NC_000957	Borrelia burgdorferi B31	23.8140780413	0.387873754153	3.43189368771	0.0323920265781	0.440199335548
NC_000956	Borrelia burgdorferi B31	27.288516358	0.350883330418	3.22756690572	0.0279867063145	0.497201329369
NC_000955	Borrelia burgdorferi B31	20.6476007882	0.39519650655	3.43122270742	0.0322052401747	0.444868995633
NC_000954	Borrelia burgdorferi B31	29.3204136896	0.348959859361	3.16686199824	0.0294462349839	0.503955464401
NC_000953	Borrelia burgdorferi B31	29.1338837623	0.350387596899	3.17286821705	0.0280177187154	0.505758582503
NC_000952	Borrelia burgdorferi B31	29.0746753247	0.34968239092	3.18556701031	0.0283244819327	0.501509944809
NC_000951	Borrelia burgdorferi B31	29.3384275085	0.348873873874	3.17826576577	0.028490990991	0.493355855856
NC_000950	Borrelia burgdorferi B31	29.2913957556	0.348672367237	3.19599459946	0.0303780378038	0.490549054905
NC_012129	Borrelia valaisiana VS116	25.6781395349	0.307571184884	3.2901194069	0.028080304422	0.419236320693
NC_012128	Borrelia valaisiana VS116	28.566548529	0.359756097561	3.23661511005	0.0316775728733	0.483789411065
